"day_pos","date_time","date_time_exp","sent_num","text"
15,"2016-08-27 21:58:02","2016-08-27 21:45:00",1,"Kids were little bit fighting during the @LEGO_Group building so they went sleep, because they were tired and I am finishing step #p #xpb"
16,"2016-08-27 22:30:44","2016-08-27 22:30:00",1,"Finally I had time to prepare some dinner for me. I have two delicious sandwiches and I can find something which I will watch. #p #xpb"
17,"2016-08-28 00:02:03","2016-08-27 23:59:59",-1,"I forgot to tweet lot of tweets today. I need to extract data and do the statistics about how worse I am than previous experiment #n #xpb"
1,"2016-08-28 09:23:25","2016-08-28 09:00:00",-1,"I haven't realized how difficult would be building X Wing Fighter from @LEGO_Group Star Wars. And how annoying is built four wings #n #xpb"
2,"2016-08-28 10:02:09","2016-08-28 09:45:00",1,"We had breakfast and currently are going to register on the local kids run. They will measure them on 80 meters who is faster #p #xpb"
3,"2016-08-28 11:04:27","2016-08-28 10:30:00",1,"Waiting for sons run. It was warm up last fifteen minutes and right now we are waiting for fist group run #p #xpb"
4,"2016-08-28 11:32:53","2016-08-28 11:15:00",1,"Daughter is warming up and she is dorable when she is exercising and running over to get ready for her run in next half an hour #p #xpb"
5,"2016-08-28 12:11:15","2016-08-28 12:00:00",1,"Daughter was running as well and currently kids are climbing on the playground and we are relaxing in the shadow and watch them #p #xpb"
6,"2016-08-28 12:49:03","2016-08-28 12:45:00",1,"Having picknick in the shadow and eating grilled pork with French fries. Kids are having hot dogs and everybody is happy #p #xpb"
7,"2016-08-28 13:32:23","2016-08-28 13:30:00",1,"Son is running next semifinal run. So I am going to wait for him in finish and make video of his run to record his achievement #p #xpb"
8,"2016-08-28 14:31:32","2016-08-28 14:15:00",1,"Run is over. Son was seventh so he didn't qualified to the final. But it was good race. Next time the kids know they need to train #p #xpb"
9,"2016-08-28 15:15:34","2016-08-28 15:00:00",-1,"Back at home, tired from the heat and finalizing @LEGO_Group Star Wars. Last to parts of the second wind and then we are finished #n #xpb"
10,"2016-08-28 15:58:40","2016-08-28 15:45:00",1,"Star Wars rocket is finished and I am relaxing with different online newspapers next to my wife in the bed. Kids are playing #p #xpb"
11,"2016-08-28 17:45:20","2016-08-28 17:15:00",-1,"Cleaning the stuff in the flat. My wife somehow get mad about the things around that it has to be organized so we are working on it #n #xpb"
12,"2016-08-28 18:42:59","2016-08-28 18:00:00",1,"Everything is ordered and we are OK again. All of us. Maya went to swimm for moment into the neighbors basin and we will have dinner #p #xpb"
13,"2016-08-28 19:01:58","2016-08-28 18:45:00",1,"We had good time with son throw and catch tenis ball from hollow to the kitchen and back. Lot of laughing and funny situations #p #xpb"
14,"2016-08-28 19:30:44","2016-08-28 19:30:00",1,"Building up again @LEGO_Group City police truck which was disassembled because of taking it from Czech Republic to Swiss #p #xpb"
15,"2016-08-28 20:32:10","2016-08-28 20:15:00",1,"During the dinner we had discussion about school bag for daughter because my wife found really good ones and daughter chosen one #p #xpb"
16,"2016-08-28 21:02:43","2016-08-28 21:00:00",1,"Watching #suits and relaxing after kids went sleep. And wondering how to disassemble broken @Porsche #LaCie to be able read data #p #xpb"
17,"2016-08-28 22:16:54","2016-08-28 21:45:00",-1,"Having lot of discussion on the Twitter with people who I watch and recording blood pressure into S health it has bad progress #n #xpb"
18,"2016-08-28 23:14:01","2016-08-28 22:30:00",1,"I did first week in @edXOnline course Introduction to Apache Spark successfully and following with second one #p #xpb"
19,"2016-08-29 00:45:14","2016-08-28 23:59:59",-1,"I am really good at forgetting tweet sentiment which is perfect because I ruin my experiment. I need to get better for next days #n #xpb"
1,"2016-08-29 07:43:31","2016-08-29 07:30:00",1,"Son joined us in the bed when my wife brought him. He was completely wrapped up into his blanket to keep him warm what he likes #p #xpb"
2,"2016-08-29 08:30:10","2016-08-29 08:15:00",1,"Today morning started with rain what is pleasant change compare to previous two weeks. It's raining just little and make  fresh air #p #xpb"
3,"2016-08-29 10:09:41","2016-08-29 09:45:00",-1,"We have a passionate discussion about booking hours during the go life weekend and it was put under the carpet, so bad approach #n #xpb"
4,"2016-08-29 10:43:01","2016-08-29 10:30:00",1,"I have done finance consolidation about new floor and some savings which my parents asked for to be prepare to borrow them money #p #xpb"
5,"2016-08-29 11:16:37","2016-08-29 11:15:00",-1,"I am somehow slow today. Maybe it's Monday, maybe it's weather. I want to sleep instead of working. But I need to finish something #n #xpb"
6,"2016-08-29 12:01:07","2016-08-29 12:00:00",1,"Back from the lunch. I feel better and I can work now. It will be short day today I hope. Or I will see how it works with tasks #p #xpb"
7,"2016-08-29 13:18:06","2016-08-29 12:45:00",1,"Finalizing big analysis which result is turned already into tasks. I just need to retest code change and then I can delegate it #p #xpb"
8,"2016-08-29 13:57:32","2016-08-29 13:30:00",1,"Giving up together my training objectives as suggestion for Wednesday meeting with my line manager and it's pretty impressive list #p #xpb"
9,"2016-08-29 14:55:07","2016-08-29 14:15:00",-1,"Having discussion about hot topics which led to spoiled child behavior of one of my college, but we calmed him down and proceed #n #xpb"
10,"2016-08-29 15:36:38","2016-08-29 15:00:00",1,"Meeting is over and new passionate discussions are around so more thrill is there in open space. And @fitbit released new trackers #p #xpb"
11,"2016-08-29 15:57:56","2016-08-29 15:45:00",-1,"@fitbit is there some reason why one of your newest fitness trackers #Charge2 is not swimm proof as well as the #Flex2? #n #xpb"
12,"2016-08-29 16:33:02","2016-08-29 16:30:00",1,"Study and certification list sent to my line manager. It's pretty ambitious, but lot of new stuff which I want to learn #p #xpb"
13,"2016-08-29 17:44:20","2016-08-29 17:15:00",1,"Finalizing of tests of replaceable logging and monitoring code and prepare it for further delegation. When I finish I will leave #p #xpb"
14,"2016-08-29 18:00:16","2016-08-29 18:00:00",-1,"Test of the code of logging and monitoring is not working properly so I need to find a way and fix it to make it final version #n #xpb"
15,"2016-08-29 18:52:13","2016-08-29 18:45:00",1,"Walking home from train station and looking forward to the kids and my wife. And wondering what good can be for the dinner #p #xpb"
16,"2016-08-29 19:31:20","2016-08-29 19:30:00",1,"Kids are having pasta with beef for dinner after we managed the shower. Daugher like pasta and son is speechless when he is eating #p #xpb"
17,"2016-08-29 20:30:11","2016-08-29 20:15:00",-1,"I need to say it wasn't good combination today lunch: cevabcici, tzatziki, ratatouille and potatoes salad. It was tour de Europe #n #xpb"
18,"2016-08-29 21:04:55","2016-08-29 21:00:00",1,"Really good episode #ADost on @streamCZ. @Bubbleology_CZ is buried by it's own arrogant management. Good work @JanTuna and team! #p #xpb"
19,"2016-08-29 21:49:25","2016-08-29 21:45:00",1,"Watching one of the episodes of #Bones which has really interesting plot. It's about jewelry thieves and as second about ghosts #p #xpb"
20,"2016-08-29 22:31:49","2016-08-29 22:30:00",1,"@Air_Bank payment sticker active and all the cards and stickers renamed with beautiful names which would be fun to use with support #p #xpb"
21,"2016-08-29 23:49:21","2016-08-29 23:15:00",1,"Improving the second PhD publication and almost forgot to share another sentiment tweet. I am trying to be better with keep the pace #p #xpb"
22,"2016-08-30 00:22:51","2016-08-29 23:59:59",1,"Searching for hex stickers on internet. My MacBook should be ready soon so I need to make it personal and express my self #p #xpb"
1,"2016-08-30 07:41:37","2016-08-30 07:30:00",-1,"Today blood pressure is higher again because I have forgot to take the pills with me to the work. It's bad, but I have it today #n #xpb"
2,"2016-08-30 08:20:05","2016-08-30 08:15:00",-1,"@FitbitSupport thank you for answer, but still if I want heart rate monitor and don't wanna take it off every time before swimming? #n #xpb"
3,"2016-08-30 09:23:26","2016-08-30 09:00:00",-1,"Daily status is over. Few small surprises arise, but nothing so much special. I need to fix one task which I misunderstood #n #xpb"
4,"2016-08-30 10:01:29","2016-08-30 09:45:00",-1,"Data warehouse story of today. Chief modeler has stupid idea to make core model more attractive to the end users than access model #n #xpb"
5,"2016-08-30 10:32:45","2016-08-30 10:30:00",1,"Problem with missing data in main table compare to journal table has been solved quickly. The main table has filter, but journal not #p #xpb"
6,"2016-08-30 11:28:15","2016-08-30 11:15:00",-1,"Simple topic about log copy from source system to target only as backup is going to complex and big deal with many parties involved #n #xpb"
7,"2016-08-30 12:29:07","2016-08-30 12:00:00",1,"After the lunch sitting on the terrace and enjoying piece of moment with occasional discussion of painful topics what a time #p #xpb"
8,"2016-08-30 13:39:47","2016-08-30 13:30:00",-1,"I am finally specifying naming convention for some missing parts which are clear, but some people are unable to use common sense #n #xpb"
9,"2016-08-30 14:21:19","2016-08-30 14:15:00",-1,"And I can continue with my own work again. This discussions exhaust me and then I need to find willingness to return to my work #n #xpb"
10,"2016-08-30 15:17:40","2016-08-30 15:00:00",1,"Testing task is running and I can follow up with the third task today. It's good, because I need to leave in one hour #p #xpb"
11,"2016-08-30 15:51:43","2016-08-30 15:45:00",1,"Studying #rstats possibility to run within @Teradata database and making notes and code backup into @github for further usage #p #xpb"
12,"2016-08-30 16:37:50","2016-08-30 16:30:00",-1,"Waiting for the train to doctor not at home today. I have planed check appointment. Current blood pressure medication doesn't work #n #xpb"
13,"2016-08-30 17:15:29","2016-08-30 17:15:00",-1,"Based in the blood pressure measurement my doctor decided to gave me four times stronger pills. I hope it works this time #n #xpb"
14,"2016-08-30 18:22:02","2016-08-30 18:00:00",1,"The pills are ordered in the pharmacy for tomorrow morning pick up and we are going with kids to @Starbucks to have some good drink #p #xpb"
15,"2016-08-30 18:52:55","2016-08-30 18:45:00",1,"Looking at the perfect and lightweight kids school backpacks which they need to ask Santa for. Daugher this year and son next year. #p #xpb"
16,"2016-08-30 19:46:02","2016-08-30 19:30:00",1,"Sitting on the balcony and drinking rum with my beautiful wife and waiting for response from friends if they came over #p #xpb"
17,"2016-08-30 20:19:39","2016-08-30 20:15:00",1,"Discover @TchiboCZ offers for kids where my wife is ordering clothes for them for whole autumn and winter season #p #xpb"
18,"2016-08-30 21:57:08","2016-08-30 21:45:00",1,"Playing the game on the mobile phone and relaxing in the bed. Kids are watching story tale because they have holidays tomorrow #p #xpb"
19,"2016-08-30 22:47:02","2016-08-30 22:30:00",1,"Kids are sleeping already and my wife as well. She went sleep really early today so I can continue study or work on my publication #p #xpb"
20,"2016-08-30 23:34:43","2016-08-30 23:15:00",-1,"Relaxing and still cannot push my self to work on something. Sometimes distant PhD study is difficult especially when I am tired #n #xpb"
21,"2016-08-31 00:29:32","2016-08-30 23:59:59",1,"#Apple should implement user sleeping detection. My wife just fall a sleep with lighting display. For her it's a middle of the night #p #xpb"
1,"2016-08-31 07:54:34","2016-08-31 07:30:00",1,"Today have kids holidays so I am working up into silent flat and having it completely for my self which maybe makes me faster #p #xpb"
2,"2016-08-31 08:32:27","2016-08-31 08:15:00",1,"I just arrived to work with bought baguette for breakfast. And after the breakfast we will have daily status meeting. #p #xpb"
3,"2016-08-31 09:22:34","2016-08-31 09:00:00",1,"Daily status is over. I have expected big fight about naming convention which has been defined additionally yesterday, but nothing #p #xpb"
4,"2016-08-31 10:12:07","2016-08-31 09:45:00",1,"Having fun with yesterday naming convention. College redefined task from the first possible option to second, just to have last word #p #xpb"
5,"2016-08-31 10:53:04","2016-08-31 10:30:00",1,"Signed up for pizza. It would be pretty good lunch. And then I need to run to the meeting with my line manager about objectives #p #xpb"
6,"2016-08-31 11:34:15","2016-08-31 11:15:00",1,"I have printed out sign up forms for Czech school in Zurich for my kids and almost going to have pizza for lunch. #p #xpb"
7,"2016-08-31 12:18:07","2016-08-31 12:00:00",1,"Lunch was pretty awesome and good combination pizza with fresh salad. And right now I am already in the tram to the company office #p #xpb"
8,"2016-08-31 13:38:27","2016-08-31 13:30:00",1,"I have missed one tweet during meeting with my line manager, but it was nice talk and I got a lot of important information #p #xpb"
9,"2016-08-31 15:07:12","2016-08-31 15:00:00",-1,"After I returned to customer office there was high demand on me with many questions and ETL design discussion and I am overwhelmed #n #xpb"
10,"2016-08-31 15:54:13","2016-08-31 15:45:00",-1,"I am not feeling very well. I am somehow tired and feeling weird. Maybe its given by new blood pressure pills maybe not I don't know #n #xpb"
11,"2016-08-31 16:30:49","2016-08-31 16:30:00",1,"After calm down all the tasks running around and organize new requirements or fixes I am feeling better and not overwhelmed anymore #p #xpb"
12,"2016-08-31 17:32:40","2016-08-31 17:15:00",1,"Leaving the work and looking forward for family pick up. They will have lot of excitement kids have been first time in Czech school #p #xpb"
13,"2016-08-31 18:28:23","2016-08-31 18:00:00",-1,"We are back at home. Kids have been terrible with their behavior so they will get dinner, shower and they will go sleep soon #n #xpb"
14,"2016-08-31 19:25:33","2016-08-31 18:45:00",1,"Because kids were terrible they can read books in their rooms instead of watching story tale on the computer #p #xpb"
15,"2016-08-31 19:53:00","2016-08-31 19:30:00",1,"After magnificent risotto from my wife we are watching movie with Liam Neeson. It looks good, raw thrilled movie #p #xpb"
16,"2016-08-31 20:24:27","2016-08-31 20:15:00",-1,"The movie is real thriller full of blood and violence. And it's really good done. Kids are sleeping and we can pieceful watch it #n #xpb"
17,"2016-08-31 21:36:05","2016-08-31 21:00:00",-1,"Movie was enough I need to watch currently something more funny and fresh this was creepy and dark too much with unfinished end #n #xpb"
18,"2016-08-31 22:25:37","2016-08-31 21:45:00",1,"Studying Data Mining with Weka course and I really like this powerful data mining tool. I need to finish the course this time #p #xpb"
19,"2016-08-31 23:02:56","2016-08-31 22:30:00",1,"Played for while motorcycle game on mobile and I can now return to study data mining. Let's get overwhelmed with first week #p #xpb"
20,"2016-09-01 00:13:36","2016-08-31 23:59:59",1,"Last tweet and I can go sleep. I just checked my study on @edXOnline and till when I can pay for certificate. I still have one week #p #xpb"
1,"2016-09-01 07:51:05","2016-09-01 07:30:00",1,"Blood pressure is better today. But I don't have any willingness to go to work. Maybe I need a break like holiday or weekend #p #xpb"
2,"2016-09-01 08:24:20","2016-09-01 08:15:00",1,"I have caught later train today. It's not big deal I will be in the work on time to have regular daily status as usual #p #xpb"
3,"2016-09-01 09:47:04","2016-09-01 09:45:00",1,"Several technical design discussions is running around in the open space. I am trying to accumulate ideas and keep it in big picture #p #xpb"
4,"2016-09-01 10:33:31","2016-09-01 10:30:00",1,"Keeping up with team leader about technical details about those several topics disused in open space and follow up with ideas #p #xpb"
5,"2016-09-01 11:34:20","2016-09-01 11:15:00",-1,"I have done @BerlitzCorp German test and it was difficult and some questions have been weird. And that's corresponds what level I am #n #xpb"
6,"2016-09-01 12:30:06","2016-09-01 12:00:00",1,"Returned back from lunch to my desk and I need to finish one more task this afternoon. Then I can leave and let the work behind #p #xpb"
7,"2016-09-01 13:16:23","2016-09-01 12:45:00",1,"Meanwhile I am working on my tasks I have finished the test of college task. So far so good. I need to work harder #p #xpb"
8,"2016-09-01 13:32:47","2016-09-01 13:30:00",1,"College finished one more task so he asked me about control of output and we adjusted UI to correct form and he can set it into test #p #xpb"
9,"2016-09-01 14:42:36","2016-09-01 14:15:00",1,"I have consolidate few wrongly created tasks in issue tracking system and I can return to back to my work which is good for while #p #xpb"
10,"2016-09-01 15:33:43","2016-09-01 15:00:00",-1,"Took a break wit friend and college and have chat about few disturbing topics which bothers us both. One of the topic pissed him off #n #xpb"
11,"2016-09-01 16:17:26","2016-09-01 15:45:00",-1,"Consulting with friend group German lessons with possibility to be paid by company. Online offers are really expensive #n #xpb"
12,"2016-09-01 17:05:19","2016-09-01 16:30:00",-1,"Trying to help college to solve one specific problem via functions reference and I cannot find any kind of solution for that #n #xpb"
13,"2016-09-01 17:24:49","2016-09-01 17:15:00",1,"Testing the load of data after major change in the code. It's going with errors but step by step approaching to the success #p #xpb"
14,"2016-09-01 18:02:34","2016-09-01 18:00:00",-1,"I bought bred for dinner and heading home. I have little headache and I hope the fresh air helps it dissappear for good #n #xpb"
15,"2016-09-01 19:20:57","2016-09-01 18:45:00",1,"Kids were speaking in German first time during the dinner. And right now I am relaxing in the bed with my wife. #p #xpb"
16,"2016-09-01 20:16:29","2016-09-01 20:15:00",-1,"Watching comedy movie which is weird and and a bit crazy And I will go sleep earlier today, because I feel tired after today in work #n #xpb"
17,"2016-09-01 21:20:33","2016-09-01 21:00:00",-1,"Movie is over. It wasn't comedy at all it was sad movie. Kids are little bit scared by darkness on the hallway so light is on #n #xpb"
18,"2016-09-01 22:13:14","2016-09-01 21:45:00",1,"Watching another episode of #suits. Then we need to little bit clean up our kitchen and take out the trash. Kids sleeping #p #xpb"
19,"2016-09-01 22:39:51","2016-09-01 22:30:00",-1,"Feeling little bit bad. Tired and feeling neck and little bit head. I am rather measuring heart pressure and it's high #n #xpb"
20,"2016-09-01 23:46:23","2016-09-01 23:15:00",1,"I feel much better because temperature outside is dropping. And currently investigate @PlayOsmo for my kids as Christmas present #p #xpb"
21,"2016-09-02 00:55:54","2016-09-01 23:59:59",1,"I have finished and sent update of my CV to my boss and looked over some profiles on @LinkedIn and right now I can go sleep #p #xpb"
1,"2016-09-02 07:38:05","2016-09-02 07:30:00",1,"Son is celebrating five years today so he woke up early and he was interested what he gets. Daugher brought him big box of Lego #p #xpb"
2,"2016-09-02 08:44:19","2016-09-02 08:15:00",1,"Today journey to the work was good. And I had delicious breakfast, so let's have daily status meeting and I can work and leave early #p #xpb"
3,"2016-09-02 09:53:15","2016-09-02 09:45:00",-1,"Debugging yesterday's task which was running but not loading any data. Problem looks like it doesn't have corresponding privileges #n #xpb"
4,"2016-09-02 10:42:48","2016-09-02 10:30:00",1,"Problem was found thanks to college who helped me debug it. We have also found several other problems with server which he reported #p #xpb"
5,"2016-09-02 12:40:10","2016-09-02 12:00:00",1,"I am back at my desk and I can retest the load once again with delta setup and then I can close it and move to other task #p #xpb"
6,"2016-09-02 13:17:02","2016-09-02 12:45:00",1,"Having silent discussion with my team leader about personal information and project changes. I am getting inside information #p #xpb"
7,"2016-09-02 13:57:55","2016-09-02 13:30:00",1,"Test of delta load is done and I can close task and follow up with the second for today. I need to be quick to finish earlier #p #xpb"
8,"2016-09-02 14:49:01","2016-09-02 14:15:00",1,"Another two tasks are better specified for further assignment to some of my college and can take a look at another task in queue #p #xpb"
9,"2016-09-02 15:18:27","2016-09-02 15:00:00",1,"I have really good feeling that we are heading to go life with core load implementation and we are starting to discuss minor issues #p #xpb"
10,"2016-09-02 16:12:09","2016-09-02 15:45:00",1,"Leaving work for this week and return on Monday again. And going to have sons birthday party with family and friends #p #xpb"
11,"2016-09-02 16:30:51","2016-09-02 16:30:00",1,"I just arrived home. Kids want to build up Lego City which son obtained in the morning so I will slowly start with them #p #xpb"
12,"2016-09-02 17:39:36","2016-09-02 17:15:00",1,"Meat is marinated and ready for grill and we are waiting for friends. Before they arrive we continue with building Lego City #p #xpb"
13,"2016-09-02 18:50:35","2016-09-02 18:45:00",1,"Grilling meat and sitting with friends on the balcony and having conversation about funny situations which happened to the friends #p #xpb"
14,"2016-09-02 19:32:01","2016-09-02 19:30:00",1,"Talking about tomorrow bring and hold and looking forward for it. It would be lot of action and I hope we will find some interesting #p #xpb"
15,"2016-09-02 20:17:37","2016-09-02 20:15:00",1,"Planning firework when it will be little bit darker. And I am excited to tell it to kids. It would be lot of fun #p #xpb"
16,"2016-09-02 21:03:18","2016-09-02 21:00:00",1,"Preparing for firework. Kids want to go right now and everybody are prepared and we can go any time. It would be lot of fun #p #xpb"
17,"2016-09-02 22:37:02","2016-09-02 22:30:00",1,"Laying already in the bed. It was exhausting day especially for my wife. She prepared everything for our guests and it was perfect #p #xpb"
18,"2016-09-02 23:33:24","2016-09-02 23:15:00",1,"I am going to take a shower, but before I read comments to riddle on @LinkedIn which someone gave there today in the morning #p #xpb"
19,"2016-09-03 00:00:59","2016-09-02 23:59:59",1,"I just finished sons @LEGO_Group City tram to make him happy tomorrow morning. It is little boring for him to build same model twice #p #xpb"
1,"2016-09-03 07:35:02","2016-09-03 07:30:00",1,"We started on the bring and hold and have trunk of the car from one third full. It will be lot of fun and lot of running #p #xpb"
2,"2016-09-03 08:30:02","2016-09-03 08:15:00",1,"We have first few catches of books, toys and games for kids. It's starts to be little bit adrenaline contest with other #p #xpb"
3,"2016-09-03 09:08:49","2016-09-03 09:00:00",-1,"It starts to be curious and chaotic around. Kids are little bit nervous and lost. We need to carry about them and hold their hand #n #xpb"
4,"2016-09-03 09:55:00","2016-09-03 09:45:00",1,"Son is sitting in the car and daughter is with friends and we are walking around and looking for something interesting #p #xpb"
5,"2016-09-03 10:31:25","2016-09-03 10:30:00",1,"Both kids are sitting in the car with open windows and happy with their toys which they acquired. Half of the trunk is full #p #xpb"
6,"2016-09-03 11:18:17","2016-09-03 11:15:00",1,"Son is little bit overheated and he needs to go out from car to make him calm. When he was out he found doctor and mechanic case #p #xpb"
7,"2016-09-03 12:46:44","2016-09-03 12:45:00",1,"After the lunch and little bit rest we are going to take a look on the stuff which remains and then going finally home #p #xpb"
8,"2016-09-03 14:42:04","2016-09-03 14:15:00",1,"We are back at home. Tired but satisfied. Son got at least ten @NerfNation guns and daughter some dolls and costumes #p #xpb"
9,"2016-09-03 16:31:02","2016-09-03 16:30:00",1,"Kids are bringing more and more guns to clean and it's funny to clean them and test them. Some of the @NerfNation are magnificent #p #xpb"
10,"2016-09-03 17:52:49","2016-09-03 17:15:00",1,"We have arsenal circa thirty guns and amazing number of different types of bullets. I suppose we can establish @NerfNation community #p #xpb"
11,"2016-09-03 19:08:45","2016-09-03 18:45:00",1,"We have tested water gun and right now we are calling to grandmother over @Skype. They want to wish happy birthday to Son #p #xpb"
12,"2016-09-03 19:42:23","2016-09-03 19:30:00",1,"We had Skype with my parents and currently have Skype call with my wife parents. Both parents wished happy birthday to our son #p #xpb"
13,"2016-09-03 20:46:38","2016-09-03 20:15:00",1,"Kids shower is done and son is right now building Lego City and daughter of going to watch Barbie story for good nicht #p #xpb"
14,"2016-09-03 21:25:47","2016-09-03 21:00:00",1,"With garlic soup we are finally sitting in the bed and searching for some movie for tonight. And discussing family news #p #xpb"
15,"2016-09-03 22:05:45","2016-09-03 21:45:00",1,"Watching Dirty Grandpa movie and it's nice comedy like written for tonight. It was long day today, kids are ready to sleep #p #xpb"
16,"2016-09-03 22:34:44","2016-09-03 22:30:00",1,"Movie is better than I expected Robert De Niro is excellent and we finally really relaxing. Kids went sleep half an hour ago #p #xpb"
17,"2016-09-03 23:38:52","2016-09-03 23:15:00",-1,"I am finishing movie alone, my wife sleeps already. It's long and doesn't need to be. It should be twenty minutes shorter #n #xpb"
18,"2016-09-04 00:21:11","2016-09-03 23:59:59",1,"Discovering the opportunities to connect with more people on LinkedIn and I am almost ready to go sleep. So, this was my last tweet #p #xpb"
1,"2016-09-04 09:40:17","2016-09-04 09:00:00",1,"Son woke me up with sentence: woke up daddy we are going to build Lego! So nice and dorable. I have a another nice morning  #p #xpb"
2,"2016-09-04 11:16:07","2016-09-04 11:15:00",1,"After the breakfast son is fist testing #Nerf pistols and he takes every functional to his room with words we are keeping it #p #xpb"
3,"2016-09-04 12:13:36","2016-09-04 12:00:00",1,"The kids have enough of building and they are taking a break. Funny is that daugher made from @IKEA orange egg chair her dress room #p #xpb"
4,"2016-09-04 13:25:30","2016-09-04 12:45:00",1,"Kids are watching movie and my wife is preparing lunch. They have been tired by building Lego City and they need a longer break #p #xpb"
5,"2016-09-04 13:53:38","2016-09-04 13:30:00",1,"And we are finally watching Fifty shades of Gray together in the bed and having lunch. And having Saturday afternoon relax #p #xpb"
6,"2016-09-04 14:26:26","2016-09-04 14:15:00",1,"Thinking about to take something sweet like cake which is in the fridge or more eat because I am still hungry after lunch. #p #xpb"
7,"2016-09-04 15:08:00","2016-09-04 15:00:00",1,"Kids were drifted by idea to eat cake and have kids champagne. They are playing alone meanwhile we are eating our cake #p #xpb"
8,"2016-09-04 15:47:55","2016-09-04 15:45:00",1,"Son needs help with Lego and I want to finish movie. He will need to wait because he can build some simple parts by his own #p #xpb"
9,"2016-09-04 17:06:07","2016-09-04 16:30:00",1,"I build another two cars from Lego and the friendly fighting with my son. Right now I will download some more movies for tonight #p #xpb"
10,"2016-09-04 18:14:55","2016-09-04 18:00:00",-1,"When the kids spill the kids champagne on the carpet they got yelling from my wife. Then they have clean that up #n #xpb"
11,"2016-09-04 18:46:43","2016-09-04 18:45:00",1,"Dinner is preparing and we can watch another movie before kids will eat and take a shower. It's raining so nothing else to do #p #xpb"
12,"2016-09-04 19:53:26","2016-09-04 19:30:00",1,"It's Sunday afternoon traffic. Kids are eating dinner, taking a shower or brush teeths. On me is to choose which #Nerf we keep #p #xpb"
13,"2016-09-04 20:16:35","2016-09-04 20:15:00",1,"Continue to watching Midnight Special after kids are in the bed already. I can relax before I will continue with some study #p #xpb"
14,"2016-09-04 21:04:24","2016-09-04 21:00:00",-1,"Laying in bed and watching movie. I do not like the Sunday nights, but they aren't so much worse as any other night during the week #n #xpb"
15,"2016-09-04 21:51:17","2016-09-04 21:45:00",1,"Movie is over and I can continue describe data in publication prepared for @GigaScience. It's after first draft revision #p #xpb"
16,"2016-09-04 22:42:37","2016-09-04 22:30:00",1,"Drawing some pictures for PhD publication in @gliffy. I like this online application which I use consultancy and also personal work #p #xpb"
17,"2016-09-04 23:23:08","2016-09-04 23:15:00",1,"Improving the publication and putting pictures from @gliffy into it to make it simply understandable and explain some circumstances #p #xpb"
18,"2016-09-05 00:01:39","2016-09-04 23:59:59",1,"Finishing with one more chapter written into publication and increased number of pages to seven without column formatting #p #xpb"
1,"2016-09-05 07:54:13","2016-09-05 07:30:00",-1,"It's maybe Monday morning, but I have again high blood pressure. It's not so much but closer to original values than regular one #n #xpb"
2,"2016-09-05 08:18:12","2016-09-05 08:15:00",-1,"Asshole in the bus splash me out from the puddle on the street. My pants are almost completely wet, but it let dry in the office #n #xpb"
3,"2016-09-05 09:34:34","2016-09-05 09:00:00",-1,"The new mapping designer refused to come into project because of personal animosity. But he looks in CV anyway like not a nice guy #n #xpb"
4,"2016-09-05 10:14:01","2016-09-05 09:45:00",1,"I have big task today in my list and I need to prepare presentation about technicality for other guys to introduce them into problem #p #xpb"
5,"2016-09-05 11:02:14","2016-09-05 10:30:00",1,"College done really good performance analysis and also found and suggested solutions. It would be delegated to model team #p #xpb"
6,"2016-09-05 12:12:28","2016-09-05 12:00:00",1,"Returned from lunch and looking what happened during the time I wasn't here. And want to follow up with my big task in the queue #p #xpb"
7,"2016-09-05 13:40:12","2016-09-05 13:30:00",1,"Working on funny delta detection presentation with tangerine with cover as full load and without as showing delta loads #p #xpb"
8,"2016-09-05 14:17:59","2016-09-05 14:15:00",-1,"Today I am somehow lazy and I cannot push my self to some reasonable work. It's given by ugly weather where is cloudy or raining #n #xpb"
9,"2016-09-05 15:15:42","2016-09-05 15:00:00",-1,"Looking at @coursera Natural Language Processing course and I cannot get in. Website of course is rejecting to show me the content #n #xpb"
10,"2016-09-05 15:54:28","2016-09-05 15:45:00",-1,"Have a little conversation with college about updating the status of issue tracking system. It would be nice to have proper overview #n #xpb"
11,"2016-09-05 16:41:23","2016-09-05 16:30:00",1,"Achieved issue number five thousands in issue tracking system so make it pizza order issue for every Wednesday when is pizza day #p #xpb"
12,"2016-09-05 17:17:44","2016-09-05 17:15:00",1,"Showed the presentation with tangerine to several colleges and they have it as good and funny. What a pleasure to make such things #p #xpb"
13,"2016-09-05 18:01:32","2016-09-05 18:00:00",-1,"Found former college on LinkedIn working in known company as head of data and feeling weird Either he grown up or kiss someone's ass #n #xpb"
14,"2016-09-05 19:02:58","2016-09-05 18:45:00",1,"Watching the movie Colonia and eating delicious dinner made my wife. After whole and stressful day we can relax for a while #p #xpb"
15,"2016-09-05 19:31:58","2016-09-05 19:30:00",-1,"The movie is based on true story and it's about ugly part of Chile history when Pinochet was ruling the country #n #xpb"
16,"2016-09-05 20:16:03","2016-09-05 20:15:00",1,"Kids are ready to go sleep, just brush a teeth and they can go. Then we can finish the movie and maybe get sleep earlier #p #xpb"
17,"2016-09-05 21:47:36","2016-09-05 21:45:00",1,"Watching #ADost about strawberries and then episode about beer drafting. My wife is going to sleep so I can continue with PhD #p #xpb"
